CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
51176,0,0.11475409836065574,1,3,14.0,1,1,0.6000000000000001,0.0,2,3,1,2,0,0.6666666666666666,0.0,0.2,0.17391304347826086,0.5169082125603864
51177,0,0.49180327868852464,0,3,8.0,3,1,0.4,0.4000000000000001,1,4,1,5,0,0.7333333333333333,0.625,0.8666666666666667,0.30434782608695654,0.0
51178,0,0.13114754098360656,2,1,29.0,0,1,0.6000000000000001,0.8,3,3,1,1,0,0.33333333333333337,0.0625,0.0,0.06521739130434782,0.3909351056955599
51179,0,0.3278688524590164,1,1,10.0,4,0,0.6000000000000001,0.6000000000000001,0,4,1,9,1,0.06666666666666676,0.125,0.8666666666666667,0.21739130434782608,0.6256500200006154
51180,0,0.21311475409836067,2,1,18.0,4,0,0.4,0.4000000000000001,2,5,1,3,0,0.06666666666666676,0.4375,0.4,0.15217391304347827,0.44456752515462006
51181,0,0.4426229508196722,1,1,13.0,3,0,0.6000000000000001,0.4000000000000001,2,1,1,5,0,0.2666666666666667,0.0625,0.0,0.15217391304347827,0.5186005723253022
51182,0,0.06557377049180328,0,3,13.0,5,0,0.6000000000000001,0.4000000000000001,0,5,1,3,0,0.20000000000000007,0.125,0.06666666666666667,0.043478260869565216,0.604233976430044
51183,0,0.01639344262295082,2,1,6.0,3,0,0.6000000000000001,0.4000000000000001,4,5,1,2,0,0.9333333333333335,0.0625,0.0,0.043478260869565216,0.41819748299947684
51184,0,0.18032786885245902,1,3,8.0,5,0,0.6000000000000001,0.8,2,1,1,3,1,0.6,0.0,0.0,0.06521739130434782,0.47401458506415584
51185,0,0.0,2,3,16.0,3,1,0.4,0.4000000000000001,2,1,2,2,0,0.13333333333333341,0.0,0.0,0.043478260869565216,0.45182928705498626
51186,0,0.49180327868852464,0,1,21.0,4,1,0.4,0.4000000000000001,1,3,1,3,1,0.20000000000000007,0.0625,0.06666666666666667,0.043478260869565216,0.7934705683251791
51187,0,0.14754098360655737,0,1,20.0,3,0,0.4,0.4000000000000001,4,3,2,2,0,0.33333333333333337,0.0625,0.0,0.0,0.3542878242407458
51188,1,0.0,2,2,24.0,6,1,0.6000000000000001,0.0,3,5,1,1,0,0.4,0.0625,0.0,0.0,0.3986584202590849
51189,1,0.0,2,2,14.0,6,1,0.4,0.6000000000000001,3,5,1,5,1,0.2666666666666667,0.0625,0.06666666666666667,0.0,0.37955014000430776
51190,0,0.29508196721311475,0,3,8.0,4,0,0.6000000000000001,0.4000000000000001,2,3,1,5,0,0.7333333333333333,0.1875,0.26666666666666666,0.15217391304347827,0.46629127050063074
51191,0,0.14754098360655737,1,1,8.0,6,0,0.6000000000000001,0.4000000000000001,2,4,1,5,1,0.7333333333333333,0.0,0.0,0.0,0.5219237515000461
51192,0,0.26229508196721313,0,3,8.0,4,1,0.6000000000000001,0.4000000000000001,2,1,1,2,0,0.6,0.3125,0.4,0.15217391304347827,0.4823225330010154
51193,0,0.0,0,1,14.0,4,0,0.4,0.4000000000000001,3,1,2,1,1,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.38090402781624044
51194,0,0.03278688524590164,0,1,26.0,3,1,0.4,0.4000000000000001,4,1,1,2,0,0.13333333333333341,0.0625,0.13333333333333336,0.21739130434782608,0.4249976922366842
51195,0,0.0819672131147541,0,3,16.0,5,1,0.6000000000000001,0.4000000000000001,2,1,2,9,0,0.13333333333333341,0.0625,0.0,0.0,0.45072156066340496
51196,0,0.24590163934426232,0,1,16.0,1,1,0.6000000000000001,0.4000000000000001,3,3,1,4,0,0.7333333333333333,0.0625,0.13333333333333336,0.06521739130434782,0.3980430167082064
51197,0,0.14754098360655737,2,1,15.0,4,0,0.6000000000000001,0.4000000000000001,3,3,2,5,0,0.06666666666666676,0.0625,0.06666666666666667,0.0,0.37247299916920523
51198,0,0.3114754098360656,1,1,8.0,4,1,0.4,0.4000000000000001,0,1,1,4,0,0.20000000000000007,0.0625,0.2,0.15217391304347827,0.571648358411028
51199,0,0.01639344262295082,0,2,6.0,4,1,0.6000000000000001,0.4000000000000001,3,1,1,2,0,0.2666666666666667,0.0,0.06666666666666667,0.043478260869565216,0.3909658758731038
51200,0,0.03278688524590164,1,1,35.0,4,1,0.6000000000000001,0.8,2,3,1,9,0,0.4,0.0625,0.0,0.13043478260869565,0.5041385888796578
51201,0,0.24590163934426232,2,1,14.0,4,1,0.4,0.4000000000000001,4,3,2,5,0,0.13333333333333341,0.0625,0.0,0.0,0.42979783993353643
51202,1,0.0,1,3,8.0,5,1,0.4,0.6000000000000001,2,4,2,8,1,0.06666666666666676,0.125,0.06666666666666667,0.043478260869565216,0.6125419243669036
51203,0,0.3114754098360656,1,3,9.0,2,0,0.4,0.0,1,5,1,3,0,0.06666666666666676,0.0625,0.06666666666666667,0.17391304347826086,0.7146373734576448
51204,0,0.0,2,3,29.0,3,0,0.4,0.6000000000000001,2,3,1,2,0,0.6666666666666666,0.25,0.26666666666666666,0.17391304347826086,0.41662820394473676
51205,0,0.03278688524590164,2,2,12.0,0,1,0.6000000000000001,0.6000000000000001,3,4,1,2,0,0.0,0.0625,0.0,0.0,0.39398135327240835
51206,0,0.26229508196721313,1,1,12.0,3,0,0.4,0.6000000000000001,5,3,1,8,0,0.2666666666666667,0.1875,0.33333333333333337,0.30434782608695654,0.9043970583710268
51207,0,0.3442622950819672,1,1,16.0,4,1,0.6000000000000001,0.6000000000000001,5,4,1,5,0,0.2666666666666667,0.1875,0.7333333333333334,0.19565217391304346,0.912797316840518
51208,1,0.0,0,1,14.0,4,1,0.6000000000000001,0.6000000000000001,3,1,2,2,1,0.8666666666666668,0.0625,0.0,0.0,0.3827502384688759
51209,1,0.14754098360655737,1,3,16.0,4,0,0.6000000000000001,0.4000000000000001,0,4,1,6,0,0.6666666666666666,0.0,0.0,0.15217391304347827,0.5327548539955075
51210,0,0.0,0,1,21.0,4,0,0.6000000000000001,0.6000000000000001,4,5,1,1,0,0.5333333333333333,0.4375,0.4,0.06521739130434782,0.4545986030339395
51211,0,0.19672131147540983,2,1,25.0,6,1,0.4,0.4000000000000001,2,1,1,9,0,0.20000000000000007,0.0625,0.06666666666666667,0.043478260869565216,0.4277670082156374
51212,0,0.45901639344262296,2,1,8.0,1,1,0.6000000000000001,0.6000000000000001,3,1,1,9,0,0.6,0.0,0.0,0.08695652173913043,0.3896119880611711
51213,0,0.01639344262295082,2,3,9.0,0,0,0.6000000000000001,0.4000000000000001,3,4,1,2,0,0.5333333333333333,0.0625,0.0,0.0,0.3955814025046924
51214,1,0.0,1,3,15.0,3,1,0.4,0.4000000000000001,4,1,2,2,0,0.13333333333333341,0.0,0.0,0.0,0.3409643373642266
51215,1,0.0,2,1,14.0,4,1,0.6000000000000001,0.4000000000000001,3,4,2,2,1,0.7999999999999999,0.0625,0.0,0.0,0.38376565432782545
51216,0,0.14754098360655737,1,3,16.0,1,0,0.6000000000000001,0.6000000000000001,2,3,1,2,1,0.13333333333333341,0.0625,0.0,0.15217391304347827,0.4822609926459275
51217,0,0.06557377049180328,2,1,26.0,4,1,0.4,0.4000000000000001,2,3,1,2,0,0.0,0.0,0.0,0.043478260869565216,0.4368442105910951
51218,0,0.11475409836065574,1,3,10.0,4,1,0.6000000000000001,0.4000000000000001,0,1,1,3,1,0.13333333333333341,0.0,0.0,0.0,0.6065725099233822
51219,0,0.14754098360655737,2,1,13.0,4,1,0.4,0.4000000000000001,3,5,2,4,0,0.20000000000000007,0.0,0.0,0.043478260869565216,0.37114988153481643
51220,0,0.1639344262295082,2,1,13.0,3,1,0.6000000000000001,0.4000000000000001,2,5,1,6,1,0.7333333333333333,0.0,0.0,0.08695652173913043,0.4395212160374165
51221,0,0.13114754098360656,2,1,22.0,6,0,0.4,0.6000000000000001,2,4,1,1,1,0.0,0.0625,0.0,0.043478260869565216,0.4550293855195544
51222,0,0.29508196721311475,1,1,31.0,4,0,0.6000000000000001,0.6000000000000001,2,1,1,1,0,0.13333333333333341,0.0,0.13333333333333336,0.17391304347826086,0.4894304440136619
51223,0,0.14754098360655737,0,2,8.0,6,1,0.6000000000000001,0.6000000000000001,2,1,2,2,0,0.6666666666666666,0.0625,0.0,0.17391304347826086,0.4272746853749346
51224,0,0.21311475409836067,1,1,6.0,4,1,0.6000000000000001,0.4000000000000001,1,5,1,3,0,0.0,0.0625,0.6666666666666666,0.34782608695652173,0.825348472260685
51225,0,0.0,2,1,6.0,4,0,0.6000000000000001,0.6000000000000001,3,3,1,2,1,0.13333333333333341,0.0,0.0,0.0,0.39795070617557465
51226,0,0.0,1,3,8.0,3,0,0.4,0.0,2,3,2,1,0,0.20000000000000007,0.0,0.0,0.15217391304347827,0.5077079294747531
51227,0,0.3442622950819672,0,1,28.0,3,0,0.4,0.4000000000000001,1,1,1,4,0,0.0,0.0625,0.2,0.15217391304347827,0.8361488045786024
51228,0,0.27868852459016397,1,1,6.0,4,1,0.6000000000000001,0.0,2,5,1,3,0,0.2666666666666667,0.125,0.06666666666666667,0.043478260869565216,0.46256807901781594
51229,1,0.14754098360655737,0,1,22.0,1,1,0.4,0.8,3,5,1,2,1,0.7999999999999999,0.1875,0.13333333333333336,0.0,0.3786885750330779
51230,1,0.3114754098360656,2,1,14.0,4,1,0.6000000000000001,0.4000000000000001,3,1,2,2,0,0.33333333333333337,0.0,0.0,0.0,0.3873042247453768
51231,0,0.14754098360655737,1,3,23.0,5,1,0.4,0.6000000000000001,2,4,1,3,0,0.33333333333333337,0.0625,0.0,0.06521739130434782,0.47715314317363605
51232,0,0.22950819672131148,2,3,14.0,5,0,0.4,0.4000000000000001,2,4,1,6,0,0.6666666666666666,0.0625,0.0,0.08695652173913043,0.4428751653897043
51233,0,0.24590163934426232,1,1,12.0,3,1,0.4,0.4000000000000001,0,5,1,10,0,0.13333333333333341,0.1875,0.06666666666666667,0.15217391304347827,0.7184221052955476
51234,0,0.06557377049180328,1,3,16.0,3,0,0.4,0.4000000000000001,2,1,1,3,1,0.0,0.0,0.0,0.08695652173913043,0.5102618542108988
51235,0,0.11475409836065574,1,3,9.0,3,0,0.6000000000000001,0.6000000000000001,2,1,1,4,1,0.06666666666666676,0.0,0.0,0.021739130434782608,0.5570325240776639
51236,0,0.06557377049180328,2,1,10.0,3,0,0.6000000000000001,0.0,4,3,1,9,0,0.06666666666666676,0.125,0.06666666666666667,0.043478260869565216,0.43010554170897564
51237,0,0.0,0,1,14.0,6,1,0.6000000000000001,0.0,3,1,1,1,0,0.4666666666666667,0.125,0.4,0.15217391304347827,0.385981107110988
51238,0,0.29508196721311475,0,1,6.0,3,1,0.4,0.4000000000000001,2,3,2,5,0,0.06666666666666676,0.0625,0.0,0.06521739130434782,0.47382996399889227
51239,0,0.09836065573770492,1,3,16.0,5,1,0.4,0.4000000000000001,2,3,2,2,0,0.20000000000000007,0.0,0.0,0.19565217391304346,0.4765377396227576
51240,0,0.01639344262295082,0,3,6.0,4,1,0.4,0.6000000000000001,2,1,1,2,1,0.06666666666666676,0.0,0.0,0.15217391304347827,0.5179851687744238
51241,1,0.0,0,3,30.0,2,1,0.4,0.0,4,5,2,2,0,0.4,0.0625,0.0,0.0,0.3412720391396658
51242,0,0.19672131147540983,0,3,27.0,4,0,0.4,0.8,2,3,1,7,0,0.5333333333333333,0.0,0.0,0.043478260869565216,0.4841995138311948
51243,0,0.14754098360655737,2,1,8.0,1,1,0.4,0.4000000000000001,3,4,1,2,0,0.0,0.0625,0.0,0.043478260869565216,0.37619619065202003
51244,0,0.11475409836065574,0,1,28.0,6,1,0.4,0.6000000000000001,2,1,1,2,1,0.2666666666666667,0.1875,0.33333333333333337,0.2391304347826087,0.48453798578417795
51245,1,0.0,1,3,19.0,5,0,0.4,0.4000000000000001,2,3,2,4,1,0.0,0.125,0.06666666666666667,0.043478260869565216,0.6109111049570756
51246,0,0.3278688524590164,0,1,20.0,1,1,0.6000000000000001,0.4000000000000001,2,4,1,9,0,0.4666666666666667,0.0,0.0,0.15217391304347827,0.47592233607187906
51247,0,0.4754098360655738,1,3,17.0,5,0,0.4,0.6000000000000001,2,5,1,5,0,0.33333333333333337,0.0,0.0,0.0,0.47324533062555774
51248,0,0.19672131147540983,1,1,15.0,3,1,0.4,0.4000000000000001,2,5,1,2,0,0.9333333333333335,0.25,0.4,0.19565217391304346,0.466198959967999
51249,0,0.14754098360655737,0,1,14.0,0,0,0.4,0.6000000000000001,2,4,1,2,1,0.33333333333333337,0.0625,0.0,0.15217391304347827,0.3733345641404351
51250,0,0.49180327868852464,1,3,27.0,4,0,0.6000000000000001,0.4000000000000001,1,1,1,5,1,0.13333333333333341,0.0625,0.0,0.0,0.8577186990368934
51251,1,0.0,0,1,14.0,4,0,0.4,0.0,3,3,2,4,1,0.20000000000000007,0.0,0.0,0.06521739130434782,0.38253484722606845
51252,0,0.18032786885245902,2,1,15.0,4,1,0.6000000000000001,0.4000000000000001,4,1,1,3,0,0.5333333333333333,0.0625,0.0,0.06521739130434782,0.45450629250130775
51253,0,0.36065573770491804,0,1,8.0,4,1,0.4,0.4000000000000001,5,1,1,4,0,0.2666666666666667,0.0625,0.2,0.06521739130434782,0.8972891473583803
51254,0,0.24590163934426232,1,3,18.0,5,1,0.6000000000000001,0.4000000000000001,2,1,1,4,1,0.06666666666666676,0.0,0.0,0.0,0.46422966860518783
51255,1,0.0,0,2,28.0,6,0,0.6000000000000001,0.6000000000000001,3,4,1,2,0,0.06666666666666676,0.0625,0.0,0.0,0.3957967937474999
51256,0,0.13114754098360656,1,3,24.0,3,1,0.6000000000000001,0.4000000000000001,2,5,1,1,0,0.33333333333333337,0.0,0.0,0.08695652173913043,0.0
51257,0,0.14754098360655737,0,1,22.0,0,1,0.4,0.4000000000000001,3,3,2,2,0,0.20000000000000007,0.0,0.0,0.08695652173913043,0.37367303609341823
51258,0,0.06557377049180328,0,1,9.0,0,1,0.6000000000000001,0.4000000000000001,3,5,1,2,1,0.13333333333333341,0.0,0.06666666666666667,0.06521739130434782,0.40201236961137266
51259,0,0.14754098360655737,0,1,15.0,4,1,0.6000000000000001,0.0,3,4,1,2,0,0.7333333333333333,0.0625,0.0,0.043478260869565216,0.39416597433767186
51260,0,0.11475409836065574,1,3,6.0,5,1,0.4,0.4000000000000001,0,1,2,2,0,0.6666666666666666,0.0625,0.06666666666666667,0.021739130434782608,0.611957290993569
51261,0,0.11475409836065574,1,3,19.0,3,1,0.4,0.4000000000000001,0,3,1,2,0,0.4666666666666667,0.0625,0.0,0.021739130434782608,0.5731868672882242
51262,0,0.0,2,1,6.0,0,1,0.6000000000000001,0.4000000000000001,3,5,2,1,0,0.13333333333333341,0.1875,0.4,0.13043478260869565,0.39591987445767557
51263,0,0.03278688524590164,1,1,6.0,4,1,0.4,0.4000000000000001,2,5,1,1,0,0.06666666666666676,0.0625,0.0,0.043478260869565216,0.4730299393827502
51264,0,0.0819672131147541,0,1,21.0,3,0,0.4,0.4000000000000001,2,1,1,6,0,0.4666666666666667,0.0,0.0,0.043478260869565216,0.5128465491245884
51265,0,0.06557377049180328,0,1,6.0,4,1,0.4,0.8,2,5,1,2,0,0.6666666666666666,0.0625,0.4666666666666667,0.15217391304347827,0.46164497369149815
51266,1,0.0,2,1,14.0,1,1,0.4,0.6000000000000001,3,1,1,6,0,0.06666666666666676,0.0,0.0,0.06521739130434782,0.38053478568571336
51267,0,0.18032786885245902,2,3,6.0,4,1,0.6000000000000001,0.6000000000000001,3,5,2,5,0,0.20000000000000007,0.0,0.0,0.0,0.3956429428597803
51268,0,0.13114754098360656,1,3,13.0,4,0,0.4,0.4000000000000001,2,1,1,2,1,0.0,0.0625,0.0,0.19565217391304346,0.46782977937782694
51269,0,0.0,2,3,15.0,5,1,0.4,0.4000000000000001,2,1,2,2,0,0.20000000000000007,0.0,0.0,0.15217391304347827,0.43401335425705406
51270,0,0.0819672131147541,1,1,11.0,4,1,0.4,0.6000000000000001,2,1,2,9,0,0.8666666666666668,0.0,0.0,0.0,0.6055263238868888
51271,1,0.0,0,3,32.0,5,1,0.6000000000000001,0.4000000000000001,2,1,1,2,1,0.0,0.0,0.0,0.17391304347826086,0.4805378627034677
51272,1,0.26229508196721313,1,3,30.0,4,1,0.6000000000000001,0.4000000000000001,0,5,2,7,1,0.13333333333333341,0.125,0.06666666666666667,0.043478260869565216,0.6291885904181667
51273,0,0.4426229508196722,2,1,15.0,4,0,0.6000000000000001,0.4000000000000001,2,3,1,4,0,0.0,0.0,0.06666666666666667,0.06521739130434782,0.3968429797839933
51274,0,0.09836065573770492,0,1,13.0,4,1,0.4,0.4000000000000001,2,3,1,2,0,0.6,0.125,0.06666666666666667,0.17391304347826086,0.49133819502138526
51275,0,0.26229508196721313,1,1,17.0,4,1,0.2,0.4000000000000001,0,3,1,2,0,0.4,0.0625,0.0,0.19565217391304346,0.5387858087941166
51276,0,0.18032786885245902,0,2,6.0,6,1,0.6000000000000001,0.4000000000000001,3,4,1,1,1,0.0,0.0625,0.0,0.043478260869565216,0.39973537647312224
51277,0,0.45901639344262296,1,2,32.0,6,1,0.6000000000000001,0.0,5,4,1,5,1,0.2666666666666667,0.0625,0.0,0.08695652173913043,0.9119049816917444
51278,0,0.06557377049180328,1,1,8.0,3,0,0.4,0.8,4,1,1,2,1,0.0,0.0625,0.0,0.0,0.3424413058863349
51279,0,0.19672131147540983,1,3,21.0,5,1,0.6000000000000001,0.4000000000000001,1,5,2,1,0,0.06666666666666676,0.25,0.06666666666666667,0.21739130434782608,0.7182067140527402
51280,0,0.24590163934426232,0,1,29.0,4,1,0.4,0.6000000000000001,2,3,2,2,0,0.06666666666666676,0.125,0.13333333333333336,0.15217391304347827,0.4409981845595249
51281,0,0.06557377049180328,0,1,16.0,3,0,0.4,0.4000000000000001,0,3,1,5,0,0.6,0.1875,0.2,0.06521739130434782,0.6471276039262747
51282,0,0.4426229508196722,2,1,16.0,3,0,0.6000000000000001,0.4000000000000001,2,5,2,7,1,0.5333333333333333,0.0,0.0,0.08695652173913043,0.4443213637342687
51283,0,0.0,2,1,6.0,4,1,0.4,0.6000000000000001,2,3,2,2,0,0.06666666666666676,0.0625,0.0,0.043478260869565216,0.4497676851595433
51284,0,0.0,2,1,14.0,6,1,0.6000000000000001,0.4000000000000001,3,1,2,2,0,0.13333333333333341,0.0625,0.0,0.08695652173913043,0.3891504353980122
51285,0,0.21311475409836067,0,1,17.0,1,0,0.6000000000000001,0.4000000000000001,2,3,1,2,0,0.0,0.125,0.5333333333333333,0.08695652173913043,0.5022616080494784
51286,0,0.21311475409836067,1,3,8.0,5,0,0.6000000000000001,0.4000000000000001,2,4,1,4,0,0.20000000000000007,0.0625,0.26666666666666666,0.21739130434782608,0.4823840733561033
51287,0,0.14754098360655737,2,2,8.0,6,0,0.4,0.4000000000000001,3,4,1,5,0,0.20000000000000007,0.0,0.0,0.043478260869565216,0.374996153727807
51288,0,0.04918032786885246,2,1,6.0,3,1,0.6000000000000001,0.4000000000000001,4,4,1,2,0,0.13333333333333341,0.0,0.0,0.15217391304347827,0.423028400873873
51289,0,0.0,2,1,8.0,6,1,0.4,0.4000000000000001,4,3,1,7,1,0.5333333333333333,0.0,0.0,0.043478260869565216,0.43007477153143175
51290,0,0.3278688524590164,1,1,31.0,3,1,0.4,0.4000000000000001,0,3,2,3,0,0.7999999999999999,0.0625,0.7333333333333334,0.2391304347826087,0.5733407181759439
51291,0,0.14754098360655737,0,1,6.0,0,1,0.4,0.6000000000000001,3,3,1,2,0,0.06666666666666676,0.0,0.0,0.0,0.36948829194744454
51292,0,0.18032786885245902,2,3,6.0,4,1,0.4,0.4000000000000001,2,4,1,1,0,0.2666666666666667,0.25,0.26666666666666666,0.17391304347826086,0.4443213637342687
51293,0,0.06557377049180328,2,3,8.0,4,1,0.6000000000000001,0.4000000000000001,3,3,1,1,0,0.5333333333333333,0.0625,0.0,0.043478260869565216,0.4020739099664604
51294,0,0.18032786885245902,0,1,12.0,4,1,0.6000000000000001,0.6000000000000001,2,3,1,3,0,0.0,0.125,0.4,0.15217391304347827,0.47142989015046616
51295,0,0.24590163934426232,1,1,24.0,4,1,0.4,0.4000000000000001,2,5,1,7,1,0.4,0.0,0.0,0.043478260869565216,0.4741684359518754
51296,0,0.22950819672131148,2,1,6.0,4,1,0.6000000000000001,0.4000000000000001,3,1,1,4,0,0.7333333333333333,0.0,0.0,0.0,0.393304409366442
51297,0,0.3278688524590164,0,1,6.0,3,0,0.6000000000000001,0.4000000000000001,0,4,1,1,0,0.4666666666666667,0.0,0.26666666666666666,0.06521739130434782,0.6756207883319486
51298,0,0.13114754098360656,2,1,17.0,0,1,0.4,0.4000000000000001,3,3,1,8,1,0.0,0.0,0.06666666666666667,0.043478260869565216,0.3895504477060832
51299,0,0.0,2,1,6.0,4,1,0.6000000000000001,0.4000000000000001,3,3,2,1,0,0.06666666666666676,0.0,0.0,0.043478260869565216,0.4115511246499892
51300,0,0.13114754098360656,1,1,15.0,3,1,0.4,0.4000000000000001,2,3,2,2,0,0.5333333333333333,0.0,0.0,0.17391304347826086,0.46456814055817097
51301,0,0.09836065573770492,1,1,21.0,3,0,0.6000000000000001,0.4000000000000001,2,1,1,1,1,0.13333333333333341,0.3125,0.4666666666666667,0.021739130434782608,0.036924213052709313
51302,0,0.0819672131147541,2,1,35.0,4,0,0.6000000000000001,0.6000000000000001,3,4,2,2,0,0.13333333333333341,0.1875,0.2,0.021739130434782608,0.3949967691313579
51303,0,0.21311475409836067,2,1,14.0,4,1,0.4,0.4000000000000001,3,1,1,9,0,0.5333333333333333,0.0,0.0,0.0,0.3817348226099264
51304,0,0.14754098360655737,2,3,6.0,0,1,0.6000000000000001,0.6000000000000001,3,4,1,1,0,0.20000000000000007,0.0,0.06666666666666667,0.043478260869565216,0.3775193082864088
51305,0,0.19672131147540983,2,1,30.0,4,1,0.4,0.4000000000000001,2,1,2,8,0,0.13333333333333341,0.0625,0.0,0.15217391304347827,0.4341056647896859
51306,0,0.18032786885245902,1,1,16.0,3,0,0.4,0.8,0,3,1,4,0,0.06666666666666676,0.0625,0.06666666666666667,0.2391304347826087,0.7140527400843103
51307,0,0.0819672131147541,1,3,6.0,5,0,0.4,0.4000000000000001,0,1,1,2,0,0.5333333333333333,0.1875,0.26666666666666666,0.15217391304347827,0.6283885658020246
51308,0,0.1639344262295082,1,1,16.0,4,0,0.4,0.0,0,1,1,2,1,0.9333333333333335,0.0,0.06666666666666667,0.17391304347826086,0.7306070956029416
51309,0,0.0,2,3,14.0,6,0,0.4,0.4000000000000001,2,3,1,1,1,0.7333333333333333,0.0625,0.0,0.08695652173913043,0.4586910366472814
51310,0,0.4098360655737705,0,3,126.0,4,1,0.4,0.4000000000000001,3,1,1,3,0,0.2666666666666667,0.0625,0.0,0.0,0.4148435336471891
51311,0,0.27868852459016397,2,1,14.0,0,1,0.4,0.4000000000000001,3,1,2,7,1,0.06666666666666676,0.0,0.0,0.043478260869565216,0.3826579279362442
51312,0,0.0,2,3,14.0,0,1,0.4,0.4000000000000001,3,5,2,2,1,0.0,0.0625,0.0,0.043478260869565216,0.38093479799378444
51313,0,0.19672131147540983,0,1,15.0,4,1,0.4,0.4000000000000001,5,1,2,3,0,0.2666666666666667,0.0,0.0,0.06521739130434782,0.9055970952952398
51314,1,0.14754098360655737,0,3,15.0,5,1,0.4,0.4000000000000001,4,5,1,2,0,0.5333333333333333,0.0625,0.0,0.0,0.362780393242869
51315,0,0.14754098360655737,1,3,9.0,3,0,0.6000000000000001,0.6000000000000001,0,1,1,1,0,0.5333333333333333,0.1875,0.13333333333333336,0.08695652173913043,0.5429090125850026
51316,0,0.14754098360655737,0,1,10.0,4,0,0.6000000000000001,0.4000000000000001,2,4,1,8,0,0.13333333333333341,0.0625,0.0,0.043478260869565216,0.4655835564171205
51317,0,0.4754098360655738,0,1,6.0,4,1,0.4,0.4000000000000001,2,3,1,2,0,0.6666666666666666,0.0,0.0,0.19565217391304346,0.5017385150312317
51318,1,0.0,2,1,6.0,3,1,0.4,0.4000000000000001,4,1,1,10,1,0.20000000000000007,0.125,0.06666666666666667,0.043478260869565216,0.4549986153420105
51319,0,0.24590163934426232,1,1,8.0,4,1,0.4,0.4000000000000001,5,3,1,6,0,0.0,0.0625,0.2,0.30434782608695654,0.8886427274685375
51320,1,0.3114754098360656,2,1,14.0,1,1,0.6000000000000001,0.4000000000000001,3,3,1,9,0,0.0,0.375,0.5333333333333333,0.17391304347826086,0.37967322071448345
51321,0,0.22950819672131148,1,1,34.0,4,0,0.4,0.6000000000000001,1,4,1,1,0,0.7999999999999999,0.0625,0.06666666666666667,0.21739130434782608,0.7252530847102987
51322,0,0.11475409836065574,1,3,34.0,5,0,0.6000000000000001,0.6000000000000001,2,3,1,2,0,0.6666666666666666,0.0625,0.0,0.15217391304347827,0.514231207114065
51323,0,0.14754098360655737,0,3,21.0,5,1,0.4,0.8,2,1,1,2,0,0.8666666666666668,0.25,0.6666666666666666,0.2391304347826087,0.4740453552416997
51324,0,0.22950819672131148,1,3,9.0,4,1,0.4,0.6000000000000001,2,4,1,3,0,0.0,0.0,0.0,0.08695652173913043,0.5827256223268408
51325,0,0.0819672131147541,2,1,14.0,1,1,0.6000000000000001,0.4000000000000001,3,5,2,2,0,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.3827502384688759
51326,0,0.13114754098360656,1,2,32.0,4,0,0.4,0.4000000000000001,0,1,2,2,1,0.33333333333333337,0.0625,0.0,0.15217391304347827,0.5796178343949044
51327,0,0.18032786885245902,1,3,16.0,4,0,0.6000000000000001,0.4000000000000001,2,1,1,2,0,0.0,0.0,0.0,0.19565217391304346,0.4721068340564325
51328,1,0.21311475409836067,0,3,6.0,4,1,0.6000000000000001,0.4000000000000001,2,3,1,8,0,0.06666666666666676,0.0625,0.0,0.021739130434782608,0.5147235299547678
51329,0,0.14754098360655737,1,3,17.0,5,0,0.6000000000000001,0.6000000000000001,2,1,1,5,0,0.13333333333333341,0.0625,0.0,0.0,0.5123849964614295
51330,0,0.29508196721311475,2,3,26.0,4,0,0.4,0.4000000000000001,2,3,2,9,0,0.2666666666666667,0.0625,0.0,0.021739130434782608,0.45693713652727774
51331,0,0.21311475409836067,2,1,8.0,4,1,0.6000000000000001,0.6000000000000001,3,3,2,3,0,0.20000000000000007,0.0,0.06666666666666667,0.043478260869565216,0.394135204160128
51332,0,0.13114754098360656,0,1,24.0,4,1,0.6000000000000001,0.4000000000000001,2,3,1,2,1,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.4827533154866303
51333,0,0.14754098360655737,1,1,8.0,0,0,0.6000000000000001,0.4000000000000001,3,3,1,3,0,0.20000000000000007,0.0625,0.0,0.043478260869565216,0.36927290070463703
51334,0,0.13114754098360656,2,1,6.0,4,0,0.6000000000000001,0.8,3,1,1,2,0,0.06666666666666676,0.0,0.0,0.021739130434782608,0.39930459398750734
51335,0,0.03278688524590164,2,1,19.0,6,1,0.4,0.6000000000000001,2,4,1,5,1,0.13333333333333341,0.0625,0.0,0.06521739130434782,0.4315517400535401
51336,0,0.03278688524590164,2,1,34.0,3,0,0.6000000000000001,0.6000000000000001,4,5,2,2,0,0.20000000000000007,0.0,0.0,0.08695652173913043,0.4241668974429982
51337,1,0.21311475409836067,1,3,34.0,5,1,0.4,0.6000000000000001,0,5,1,5,1,0.13333333333333341,0.0,0.06666666666666667,0.0,0.6416812825010001
